file_size_kb,ext,double_ext,entropy_proxy,write_count_last_min,rename_flag,non_printable_pct,label
112.675,bin,0,8.0,4,0,63,1
402.06,exe,0,5.734,5,1,35,1
107.94,exe,0,8.0,2,0,60,1
57.8,exe,0,5.308,3,1,48,1
104.114,exe,0,8.0,11,0,35,1
65.895,dll,0,6.409,3,0,98,1
86.419,docx,0,2.691,9,1,1,1
91.9,png,0,8.0,4,0,45,1
63.742,dll,0,3.823,7,1,28,1
46.424,pdf,0,2.892,1,1,22,1
46.503,exe,1,5.156,4,0,67,1
264.091,enc,1,4.616,11,1,22,1
172.784,txt,0,8.0,12,0,17,1
175.301,pptx,0,7.878,5,1,45,1
309.56,dll,1,4.169,6,1,6,1
39.866,dll,0,5.671,8,0,2,1
257.267,pdf,1,4.281,4,0,11,1
208.618,exe,0,8.0,0,1,58,1
62.737,exe,0,6.762,5,0,77,1
96.723,bin,1,4.526,8,1,17,1
55.35,enc,0,7.258,5,0,6,1
54.113,txt,0,5.933,5,0,14,1
159.642,pptx,1,8.0,6,1,1,1
357.718,txt,0,7.268,10,1,26,1
320.787,enc,0,8.0,8,0,48,1
90.752,dll,1,5.122,7,1,58,1
572.648,exe,1,4.916,10,0,12,1
348.799,jpg,0,8.0,9,0,72,1
383.392,dll,0,8.0,2,1,26,1
846.88,bin,0,4.889,8,0,13,1
103.737,xls,1,5.02,4,0,8,1
203.665,exe,1,8.0,1,1,80,1
427.047,jpg,0,5.968,2,0,47,1
353.321,enc,0,8.0,7,0,35,1
187.936,pptx,0,3.566,8,1,1,1
22.684,enc,1,3.33,5,1,10,1
529.867,enc,0,8.0,0,0,25,1
492.6,exe,0,8.0,4,0,91,1
192.775,png,1,6.639,2,1,60,1
239.074,exe,0,5.794,4,0,30,1
5.256,exe,1,2.067,2,1,2,1
251.962,enc,0,8.0,1,0,49,1
215.04,dll,1,8.0,7,0,54,1
71.463,dll,0,4.856,11,0,13,1
71.574,enc,1,2.779,5,0,9,1
169.635,exe,1,8.0,3,0,54,1
288.194,txt,0,5.065,4,0,39,1
321.563,jpg,0,8.0,4,0,1,1
203.014,dll,0,8.0,0,1,44,1
494.778,dll,0,5.697,6,1,15,1
256.733,txt,0,6.202,4,0,1,1
609.607,pptx,0,8.0,0,0,18,1
32.819,pdf,0,6.364,10,1,16,1
77.575,bin,1,3.482,0,0,25,1
226.001,png,0,5.891,2,0,35,1
424.33,pdf,0,6.11,2,0,30,1
221.548,exe,0,7.374,8,0,6,1
6.728,enc,1,3.156,3,0,55,1
216.024,enc,0,7.683,6,1,46,1
3.45,pdf,0,2.293,6,0,57,1
75.664,png,0,3.866,6,0,38,1
682.729,xls,0,7.025,7,0,38,1
90.821,dll,0,4.817,3,1,24,1
299.074,dll,0,6.68,6,0,42,1
75.01,png,0,2.795,5,1,13,1
347.394,enc,1,3.825,1,0,0,1
441.036,pptx,0,5.808,6,0,41,1
266.915,enc,0,7.67,3,1,63,1
44.769,enc,0,4.076,1,0,25,1
350.075,enc,0,8.0,7,0,40,1
367.659,dll,0,6.175,4,1,41,1
324.723,dll,0,8.0,4,1,33,1
251.713,docx,0,8.0,7,1,93,1
53.385,xls,0,3.015,5,1,1,1
390.671,jpg,0,8.0,0,1,88,1
103.752,docx,0,5.725,4,1,35,1
116.215,png,0,3.55,0,0,24,1
453.624,jpg,0,6.451,0,1,48,1
202.351,jpg,0,8.0,5,0,68,1
138.186,bin,0,4.001,5,0,29,1
276.972,dll,0,8.0,3,0,62,1
39.945,exe,0,2.988,6,0,12,1
65.489,bin,0,7.533,5,1,51,1
26.838,jpg,1,5.803,5,0,68,1
120.404,enc,0,7.039,5,0,12,1
243.477,bin,0,8.0,1,0,51,1
128.528,exe,1,4.39,8,0,13,1
186.772,txt,0,8.0,5,0,95,1
44.118,enc,0,4.465,6,0,59,1
289.571,bin,0,8.0,4,1,88,1
135.562,enc,0,4.102,1,1,2,1
153.586,enc,1,4.263,1,1,2,1
272.798,exe,0,4.35,1,0,18,1
124.738,dll,0,3.55,5,1,9,1
202.457,exe,0,8.0,9,0,40,1
125.866,pptx,0,7.567,6,0,64,1
387.381,dll,0,8.0,4,0,63,1
104.93,xls,0,7.176,7,1,94,1
93.64,docx,0,5.634,2,1,67,1
256.903,xls,0,5.12,3,0,16,1
612.904,jpg,0,4.696,3,1,1,1
239.971,dll,1,8.0,9,1,60,1
222.159,dll,0,8.0,7,1,76,1
498.841,enc,0,8.0,3,1,84,1
35.338,txt,0,4.412,10,1,25,1
104.394,pptx,1,4.555,4,0,30,1
66.85,dll,0,6.713,1,1,92,1
231.718,dll,0,8.0,8,1,33,1
156.219,enc,0,5.966,0,1,67,1
96.82,png,0,4.109,1,1,3,1
268.542,exe,0,5.931,7,0,53,1
196.986,enc,0,4.663,2,1,31,1
163.983,exe,0,5.51,6,0,4,1
62.55,exe,0,4.366,6,0,23,1
74.854,pdf,0,6.917,7,0,16,1
133.213,exe,0,8.0,3,0,53,1
317.528,enc,1,5.745,8,1,7,1
182.79,exe,0,8.0,3,0,100,1
296.706,xls,0,6.765,6,0,35,1
225.164,bin,0,8.0,5,1,77,1
176.941,pptx,1,8.0,4,1,9,1
186.346,docx,0,6.687,3,1,40,1
43.542,pdf,0,5.919,3,0,91,1
75.117,pdf,1,4.747,5,0,47,1
73.884,enc,0,4.088,1,1,30,1
316.699,enc,0,8.0,0,1,100,1
520.454,pptx,1,8.0,4,1,84,1
48.65,dll,0,6.505,6,0,7,1
202.105,docx,0,8.0,6,1,37,1
83.312,dll,0,6.705,6,1,90,1
25.401,enc,1,5.275,2,0,83,1
171.356,docx,0,5.851,0,0,62,1
202.725,txt,0,7.741,7,0,25,1
36.1,enc,1,6.316,4,1,61,1
220.213,bin,1,6.233,6,0,56,1
391.973,exe,1,4.279,14,0,8,1
433.827,jpg,0,4.612,11,1,24,1
24.118,dll,0,3.518,3,1,19,1
189.992,exe,0,6.726,9,1,60,1
176.852,dll,1,7.664,5,0,87,1
151.269,pdf,1,3.334,5,0,13,1
174.593,bin,0,4.69,2,1,5,1
108.607,dll,0,3.667,4,0,24,1
333.0,docx,0,8.0,4,0,18,1
136.476,dll,0,8.0,7,1,63,1
134.503,enc,0,8.0,6,1,6,1
68.837,enc,0,5.315,5,0,53,1
110.349,png,1,8.0,8,1,35,1
50.987,pdf,0,5.068,8,0,21,1
202.617,enc,0,3.826,8,1,19,1
72.265,exe,0,4.639,2,1,55,1
47.044,enc,0,3.02,6,1,18,1
716.467,png,1,6.787,6,1,32,1
233.878,pptx,0,3.82,3,1,9,1
167.576,txt,0,7.484,2,0,45,1
323.749,png,0,8.0,5,0,43,1
47.719,bin,0,5.691,9,1,66,1
44.617,enc,0,3.469,10,1,13,1
196.094,pptx,0,4.388,4,1,32,1
494.272,bin,0,5.687,6,0,7,1
426.619,pdf,1,8.0,2,0,62,1
163.034,pptx,0,5.961,5,0,24,1
215.489,dll,0,7.414,3,1,20,1
694.717,dll,0,7.489,0,0,12,1
167.317,png,1,3.904,8,0,18,1
56.249,dll,1,5.087,2,0,2,1
706.882,bin,1,8.0,2,0,98,1
49.288,enc,0,7.605,2,0,100,1
58.549,jpg,0,6.789,2,0,16,1
667.291,jpg,0,8.0,4,0,33,1
144.68,enc,1,5.929,6,0,34,1
261.249,pdf,0,7.14,8,0,40,1
318.023,dll,0,8.0,2,1,100,1
37.777,exe,0,4.909,4,0,82,1
127.85,pptx,1,6.445,6,1,46,1
153.025,dll,0,7.532,2,0,80,1
195.892,bin,0,3.701,0,0,2,1
268.283,enc,0,8.0,8,1,93,1
78.449,enc,0,6.434,1,1,27,1
28.287,pptx,0,6.439,4,1,92,1
92.96,txt,0,5.23,3,1,39,1
175.982,jpg,0,8.0,5,0,100,1
480.757,enc,1,8.0,13,1,24,1
55.601,dll,0,5.957,3,0,16,1
439.405,enc,0,5.007,1,0,20,1
44.197,dll,1,6.702,3,1,18,1
203.567,exe,0,8.0,6,0,78,1
53.622,enc,0,7.422,1,0,47,1
312.258,pptx,0,8.0,8,1,48,1
456.512,pdf,0,8.0,6,1,100,1
696.881,enc,0,8.0,7,1,12,1
1236.232,dll,0,4.501,6,0,8,1
173.112,pdf,0,6.092,4,1,47,1
44.704,pdf,0,5.941,1,1,63,1
133.873,exe,1,8.0,5,0,88,1
122.65,exe,0,8.0,8,0,78,1
105.112,jpg,1,6.684,0,0,77,1
53.463,enc,0,4.619,0,0,14,1
373.113,xls,1,8.0,7,1,100,1
490.507,bin,0,5.658,3,0,38,1
73.098,exe,0,4.965,3,0,37,1
66.231,dll,0,7.362,1,1,94,1
114.123,bin,0,6.596,2,0,13,1
402.176,docx,0,5.096,0,1,27,1
393.946,xls,0,8.0,9,1,73,1
354.807,pptx,0,4.989,4,1,20,1
522.869,enc,0,8.0,2,0,38,1
245.371,txt,0,8.0,5,0,100,1
212.47,enc,0,3.738,3,0,13,1
289.775,enc,0,8.0,5,0,81,1
77.657,bin,1,4.351,0,1,7,1
29.898,png,0,2.764,2,1,8,1
182.507,dll,0,5.423,5,1,10,1
49.401,enc,0,4.462,7,0,35,1
24.456,jpg,0,6.158,2,0,76,1
16.407,enc,0,2.343,6,1,30,1
38.899,exe,0,3.33,0,0,33,1
294.231,enc,0,6.13,0,0,28,1
141.364,pptx,1,6.069,2,0,59,1
12.035,dll,1,4.221,5,1,88,1
49.093,xls,1,4.947,4,0,61,1
174.804,docx,0,8.0,0,0,7,1
24.823,jpg,0,4.71,8,1,52,1
70.251,enc,0,5.158,10,1,14,1
300.175,xls,0,6.245,4,0,16,1
82.249,exe,0,2.98,2,1,15,1
73.845,pptx,1,8.0,2,0,81,1
107.701,docx,1,4.545,6,0,22,1
124.78,dll,0,6.63,5,0,74,1
181.017,xls,1,5.906,1,0,6,1
139.313,enc,0,8.0,7,0,100,1
78.033,dll,0,8.0,6,0,100,1
818.054,dll,0,7.198,8,0,13,1
38.602,pdf,1,6.274,4,1,100,1
39.618,xls,0,3.314,2,0,17,1
209.409,exe,1,8.0,1,0,98,1
59.817,jpg,0,6.41,2,0,46,1
116.795,pdf,0,5.764,5,1,65,1
86.138,exe,0,4.873,6,0,34,1
101.452,xls,0,3.311,5,0,12,1
59.043,png,0,3.886,7,1,33,1
138.494,xls,0,6.929,10,1,51,1
161.394,enc,0,3.064,4,0,9,1
206.649,txt,1,4.998,10,0,14,1
68.124,exe,1,2.807,12,0,2,1
228.428,exe,0,8.0,6,0,35,1
200.782,dll,0,6.299,8,0,64,1
125.427,exe,1,8.0,5,0,2,1
493.051,enc,1,4.036,4,0,10,1
152.479,exe,1,8.0,8,0,98,1
59.65,enc,1,6.892,0,0,78,1
41.637,docx,0,4.531,0,0,29,1
50.085,exe,1,6.804,5,0,17,1
114.045,dll,0,6.962,7,1,25,1
150.754,dll,0,7.477,1,0,88,1
206.561,enc,0,8.0,9,0,100,1
341.12,dll,1,8.0,1,1,33,1
107.416,exe,0,5.845,7,0,39,1
64.067,docx,1,3.014,12,0,14,1
84.778,exe,0,3.217,2,1,12,1
118.662,exe,0,6.046,5,1,40,1
177.123,pdf,0,7.487,9,0,18,1
75.772,enc,0,6.622,6,1,25,1
328.464,txt,1,8.0,1,0,52,1
68.497,exe,1,6.825,5,0,94,1
158.41,dll,0,4.441,2,1,34,1
82.714,dll,0,5.607,1,0,42,1
60.867,dll,1,8.0,5,0,100,1
101.51,bin,0,3.355,9,1,2,1
52.953,docx,1,7.588,6,1,5,1
7.351,png,0,1.279,2,1,8,1
374.749,exe,0,8.0,3,0,22,1
221.778,enc,0,5.665,0,1,49,1
67.326,pdf,1,3.327,2,0,7,1
9.437,exe,0,3.176,6,1,70,1
185.023,jpg,1,8.0,15,0,66,1
182.791,jpg,0,6.131,8,1,22,1
306.44,enc,0,7.228,8,0,52,1
20.458,jpg,0,5.346,8,1,55,1
418.772,exe,0,6.074,1,0,15,1
196.647,exe,0,4.408,4,1,13,1
662.76,dll,0,4.22,2,0,14,1
396.874,pptx,0,6.085,9,1,15,1
49.902,png,0,2.445,3,1,6,1
39.271,enc,0,5.119,1,0,10,1
92.637,docx,0,6.625,9,0,45,1
38.631,bin,1,3.067,4,0,22,1
122.838,enc,0,8.0,5,0,61,1
328.53,bin,0,8.0,0,0,96,1
777.713,dll,0,8.0,7,0,19,1
126.658,xls,0,6.385,4,0,53,1
183.243,exe,1,7.05,4,1,65,1
351.378,pdf,1,8.0,5,0,22,1
70.062,docx,0,3.078,0,1,2,1
63.243,bin,0,6.196,10,1,83,1
199.709,txt,0,8.0,8,0,31,1
571.742,png,0,8.0,6,1,33,1
178.541,exe,0,6.365,7,0,17,1
287.378,png,0,4.877,4,1,25,1
48.667,bin,1,4.269,0,0,38,1
78.044,enc,0,8.0,1,0,68,1
139.034,png,1,3.079,7,1,8,1
129.374,exe,0,7.806,6,0,60,1
684.942,dll,0,7.648,6,1,64,1
141.242,txt,1,7.061,6,0,14,1
159.932,docx,0,7.479,8,0,85,1
63.566,dll,0,6.325,5,1,26,1
353.096,dll,1,4.261,4,1,15,1
126.268,enc,0,7.835,6,0,30,1
600.997,exe,0,8.0,1,1,22,1
185.635,dll,0,4.999,7,0,39,1
20.701,exe,0,2.56,3,1,9,1
304.555,enc,0,8.0,3,0,87,1
230.222,jpg,1,8.0,2,0,20,1
1658.247,pptx,0,7.623,1,1,16,1
128.223,exe,0,7.181,7,1,32,1
50.621,bin,1,5.437,2,1,83,1
272.736,enc,0,8.0,4,0,5,1
339.558,docx,0,8.0,8,1,7,1
50.874,bin,1,5.19,10,1,8,1
83.051,enc,0,5.951,1,1,22,1
670.523,pdf,1,8.0,0,0,5,1
58.157,enc,0,6.037,4,1,77,1
311.15,exe,0,8.0,6,0,89,1
236.956,dll,0,3.782,6,0,8,1
90.835,exe,1,7.581,4,0,61,1
350.241,enc,0,8.0,4,1,27,1
192.757,dll,1,6.186,0,1,37,1
254.744,bin,1,5.08,4,1,2,1
434.078,dll,0,8.0,3,1,100,1
277.925,exe,0,3.685,7,1,0,1
193.705,pptx,1,3.905,7,0,2,1
63.413,enc,0,4.269,6,1,45,1
163.776,pptx,0,6.793,9,1,33,1
143.361,dll,0,7.252,9,0,6,1
191.184,dll,0,8.0,4,0,79,1
720.74,bin,1,4.497,2,0,3,1
19.42,enc,0,4.342,8,0,50,1
160.767,dll,0,8.0,2,0,26,1
196.668,png,0,7.565,8,1,2,1
220.438,jpg,0,3.68,5,1,6,1
213.387,exe,0,7.076,7,0,52,1
245.202,bin,0,5.482,6,1,26,1
225.411,pdf,1,5.721,4,0,47,1
199.024,txt,0,3.227,5,1,2,1
117.637,png,0,8.0,6,0,78,1
167.838,dll,0,3.089,10,0,6,1
49.423,pdf,0,6.133,7,1,22,1
110.586,txt,0,8.0,0,1,37,1
40.029,png,0,3.329,8,0,8,1
301.636,exe,1,4.108,4,0,17,1
187.171,txt,0,4.11,3,0,10,1
58.825,enc,0,6.719,1,0,56,1
224.753,txt,1,6.912,0,0,52,1
355.069,docx,0,8.0,7,1,45,1
137.959,txt,0,6.213,10,1,68,1
51.44,exe,0,4.789,4,1,61,1
121.552,dll,0,8.0,1,1,97,1
127.326,dll,0,3.174,4,1,7,1
11.131,exe,0,2.891,8,0,5,1
252.083,enc,0,4.095,7,1,6,1
73.924,docx,0,2.985,4,0,10,1
922.554,enc,0,8.0,5,1,39,1
294.586,bin,0,8.0,5,0,73,1
308.51,png,1,8.0,6,1,100,1
272.957,xls,0,8.0,1,1,26,1
427.002,dll,1,8.0,1,0,31,1
145.458,exe,0,5.392,6,0,24,1
241.078,jpg,1,4.298,1,1,11,1
150.633,enc,0,6.988,3,1,66,1
446.333,xls,1,5.143,6,0,17,1
337.632,dll,1,8.0,2,0,12,1
554.882,enc,1,7.087,3,0,8,1
489.049,enc,0,5.575,5,1,30,1
22.047,pptx,1,4.228,8,1,50,1
43.923,enc,0,2.7,6,1,13,1
122.727,docx,0,8.0,5,0,100,1
357.261,docx,0,5.893,0,1,44,1
19.581,dll,0,2.624,6,0,11,1
346.305,docx,0,6.515,0,0,58,1
71.765,enc,0,2.625,7,1,5,1
203.139,pdf,1,8.0,7,0,58,1
298.387,docx,1,8.0,4,1,3,1
1070.654,exe,0,8.0,6,0,65,1
109.592,txt,0,3.72,10,1,2,1
217.75,exe,0,5.462,4,1,14,1
447.32,bin,0,3.673,5,1,4,1
88.539,dll,0,6.299,4,0,80,1
90.195,exe,0,3.348,5,1,17,1
35.74,exe,0,5.141,8,0,52,1
232.031,dll,0,4.522,7,1,20,1
99.476,jpg,1,8.0,3,0,16,1
173.257,enc,1,4.721,0,0,7,1
113.637,pptx,0,8.0,6,0,66,1
247.664,pdf,1,6.827,3,0,57,1
144.033,dll,1,5.698,3,0,23,1
191.196,pptx,0,5.342,5,0,25,1
85.144,pptx,0,7.331,7,0,20,1
26.444,exe,1,4.822,8,0,8,1
317.102,dll,1,8.0,2,1,65,1
234.921,pdf,1,4.311,3,1,11,1
195.785,txt,0,8.0,8,1,89,1
273.595,pdf,1,8.0,5,1,63,1
54.477,enc,0,8.0,9,1,62,1
300.842,png,0,7.836,3,1,71,1
117.326,xls,0,3.589,3,0,24,1
68.125,exe,0,6.083,0,0,78,1
356.284,dll,1,8.0,3,0,35,1
156.854,exe,0,6.969,10,0,17,1
28.323,exe,1,3.801,9,0,31,1
232.509,dll,0,8.0,9,0,57,1
453.798,bin,0,8.0,3,0,42,1
56.971,enc,1,3.206,7,0,23,1
43.687,jpg,0,5.63,4,0,5,1
468.604,enc,0,6.284,6,1,42,1
667.249,pptx,0,8.0,2,0,17,1
378.572,dll,0,4.303,5,0,6,1
393.235,exe,1,8.0,2,1,13,1
117.03,enc,0,8.0,1,0,23,1
468.959,pdf,0,6.892,8,1,23,1
474.981,enc,1,8.0,3,1,51,1
780.991,jpg,0,7.533,5,0,50,1
425.906,pptx,0,5.332,4,1,36,1
319.977,png,0,8.0,3,0,29,1
424.506,enc,0,7.989,5,1,45,1
510.994,enc,1,8.0,7,1,13,1
338.87,bin,0,8.0,4,1,38,1
136.904,dll,1,8.0,5,0,85,1
137.765,exe,0,8.0,2,0,62,1
154.296,docx,0,6.334,5,0,33,1
55.526,dll,0,5.119,1,1,75,1
422.156,bin,0,5.459,5,0,14,1
846.769,dll,1,5.112,4,0,13,1
105.715,png,0,4.479,2,0,19,1
53.987,pdf,0,4.734,4,0,32,1
77.823,dll,0,6.147,0,1,67,1
91.332,docx,0,3.839,6,0,12,1
272.817,exe,0,8.0,11,1,64,1
118.471,bin,1,8.0,8,0,4,1
245.437,exe,1,8.0,4,0,65,1
213.32,txt,0,6.254,0,1,9,1
225.257,txt,0,6.535,5,0,47,1
55.484,exe,0,7.22,7,1,3,1
494.418,jpg,0,7.575,6,0,1,1
597.012,pptx,0,8.0,2,0,70,1
209.109,exe,0,8.0,7,0,84,1
401.95,xls,1,8.0,0,1,67,1
56.04,exe,0,3.632,11,0,27,1
104.239,dll,0,6.49,5,0,48,1
420.372,docx,0,8.0,7,1,74,1
87.866,pdf,0,6.872,0,1,91,1
30.451,pptx,0,2.305,2,0,12,1
318.154,txt,1,8.0,5,0,23,1
37.435,dll,0,6.251,1,0,42,1
271.516,exe,0,8.0,5,1,19,1
12.395,png,0,3.399,5,1,14,1
317.828,enc,1,6.955,4,0,18,1
163.956,dll,0,5.851,3,0,26,1
259.373,dll,0,4.158,4,0,18,1
37.96,exe,1,2.463,3,1,12,1
82.696,exe,0,6.821,4,0,92,1
170.172,exe,0,5.095,5,1,25,1
179.186,exe,0,8.0,6,0,82,1
75.832,enc,0,6.116,5,1,9,1
79.198,bin,0,7.995,2,0,78,1
192.83,enc,0,5.55,1,1,17,1
39.762,dll,1,3.705,10,1,17,1
328.374,exe,0,6.019,0,0,3,1
